cancer_site,sex,period,age,HSCT,prevalence
Female Breast Cancer,All,10-year,65-74,Northern HSCT,732
Female Breast Cancer,All,10-year,65-74,South Eastern HSCT,578
Female Breast Cancer,All,10-year,65-74,Southern HSCT,547
Female Breast Cancer,All,10-year,65-74,Western HSCT,463
Female Breast Cancer,All,10-year,75+,Belfast HSCT,497
Female Breast Cancer,All,10-year,75+,Northern HSCT,701
Female Breast Cancer,All,10-year,75+,South Eastern HSCT,553
Female Breast Cancer,All,10-year,75+,Southern HSCT,523
Female Breast Cancer,All,10-year,75+,Western HSCT,443
Female Breast Insitu Tumour,All,10-year,0-54,Belfast HSCT,85
Female Breast Insitu Tumour,All,10-year,0-54,Northern HSCT,153
Female Breast Insitu Tumour,All,10-year,0-54,South Eastern HSCT,104
Female Breast Insitu Tumour,All,10-year,0-54,Southern HSCT,88
Female Breast Insitu Tumour,All,10-year,0-54,Western HSCT,78
Female Breast Insitu Tumour,All,10-year,55-64,Belfast HSCT,113
Female Breast Insitu Tumour,All,10-year,55-64,Northern HSCT,202
Female Breast Insitu Tumour,All,10-year,55-64,South Eastern HSCT,136
Female Breast Insitu Tumour,All,10-year,55-64,Southern HSCT,117
Female Breast Insitu Tumour,All,10-year,55-64,Western HSCT,103
Female Breast Insitu Tumour,All,10-year,65-74,Belfast HSCT,91
Female Breast Insitu Tumour,All,10-year,65-74,Northern HSCT,165
Female Breast Insitu Tumour,All,10-year,65-74,South Eastern HSCT,113
Female Breast Insitu Tumour,All,10-year,65-74,Southern HSCT,95
Female Breast Insitu Tumour,All,10-year,65-74,Western HSCT,84
Female Breast Insitu Tumour,All,10-year,75+,Belfast HSCT,53
Female Breast Insitu Tumour,All,10-year,75+,Northern HSCT,98
Female Breast Insitu Tumour,All,10-year,75+,South Eastern HSCT,66
Female Breast Insitu Tumour,All,10-year,75+,Southern HSCT,58
Female Breast Insitu Tumour,All,10-year,75+,Western HSCT,50
Gallbladder And Other Biliary Cancer,All,10-year,0-54,Belfast HSCT,2
Gallbladder And Other Biliary Cancer,All,10-year,0-54,Northern HSCT,2
Gallbladder And Other Biliary Cancer,All,10-year,0-54,South Eastern HSCT,3
Gallbladder And Other Biliary Cancer,All,10-year,0-54,Southern HSCT,2
Gallbladder And Other Biliary Cancer,All,10-year,0-54,Western HSCT,1
Gallbladder And Other Biliary Cancer,All,10-year,55-64,Belfast HSCT,5
Gallbladder And Other Biliary Cancer,All,10-year,55-64,Northern HSCT,6
Gallbladder And Other Biliary Cancer,All,10-year,55-64,South Eastern HSCT,4
Gallbladder And Other Biliary Cancer,All,10-year,55-64,Southern HSCT,-6
Gallbladder And Other Biliary Cancer,All,10-year,55-64,Western HSCT,13
Gallbladder And Other Biliary Cancer,All,10-year,65-74,Belfast HSCT,10
Gallbladder And Other Biliary Cancer,All,10-year,65-74,Northern HSCT,11
Gallbladder And Other Biliary Cancer,All,10-year,65-74,South Eastern HSCT,11
Gallbladder And Other Biliary Cancer,All,10-year,65-74,Southern HSCT,20
Gallbladder And Other Biliary Cancer,All,10-year,65-74,Western HSCT,-4
Gallbladder And Other Biliary Cancer,All,10-year,75+,Belfast HSCT,16
Gallbladder And Other Biliary Cancer,All,10-year,75+,Northern HSCT,15
Gallbladder And Other Biliary Cancer,All,10-year,75+,South Eastern HSCT,17
Gallbladder And Other Biliary Cancer,All,10-year,75+,Southern HSCT,16
Gallbladder And Other Biliary Cancer,All,10-year,75+,Western HSCT,10
Kidney Cancer,All,10-year,0-54,Belfast HSCT,60
Kidney Cancer,All,10-year,0-54,Northern HSCT,88
Kidney Cancer,All,10-year,0-54,South Eastern HSCT,61
Kidney Cancer,All,10-year,0-54,Southern HSCT,58
Kidney Cancer,All,10-year,0-54,Western HSCT,49
Kidney Cancer,All,10-year,55-64,Belfast HSCT,78
Kidney Cancer,All,10-year,55-64,Northern HSCT,115
Kidney Cancer,All,10-year,55-64,South Eastern HSCT,80
Kidney Cancer,All,10-year,55-64,Southern HSCT,77
Kidney Cancer,All,10-year,55-64,Western HSCT,64
Kidney Cancer,All,10-year,65-74,Belfast HSCT,106
Kidney Cancer,All,10-year,65-74,Northern HSCT,155
Kidney Cancer,All,10-year,65-74,South Eastern HSCT,108
Kidney Cancer,All,10-year,65-74,Southern HSCT,103
Kidney Cancer,All,10-year,65-74,Western HSCT,86
Kidney Cancer,All,10-year,75+,Belfast HSCT,108
Kidney Cancer,All,10-year,75+,Northern HSCT,158
Kidney Cancer,All,10-year,75+,South Eastern HSCT,111
Kidney Cancer,All,10-year,75+,Southern HSCT,106
Kidney Cancer,All,10-year,75+,Western HSCT,88
Liver Cancer,All,10-year,0-54,Belfast HSCT,6
Liver Cancer,All,10-year,0-54,Northern HSCT,6
Liver Cancer,All,10-year,0-54,South Eastern HSCT,6
Liver Cancer,All,10-year,0-54,Southern HSCT,4
Liver Cancer,All,10-year,0-54,Western HSCT,4
Liver Cancer,All,10-year,55-64,Belfast HSCT,10
Liver Cancer,All,10-year,55-64,Northern HSCT,10
Liver Cancer,All,10-year,55-64,South Eastern HSCT,9
Liver Cancer,All,10-year,55-64,Southern HSCT,7
Liver Cancer,All,10-year,55-64,Western HSCT,6
Liver Cancer,All,10-year,65-74,Belfast HSCT,23
Liver Cancer,All,10-year,65-74,Northern HSCT,24
Liver Cancer,All,10-year,65-74,South Eastern HSCT,22
Liver Cancer,All,10-year,65-74,Southern HSCT,18
Liver Cancer,All,10-year,65-74,Western HSCT,15
Liver Cancer,All,10-year,75+,Belfast HSCT,22
Liver Cancer,All,10-year,75+,Northern HSCT,23
Liver Cancer,All,10-year,75+,South Eastern HSCT,21
Liver Cancer,All,10-year,75+,Southern HSCT,17
Liver Cancer,All,10-year,75+,Western HSCT,15
Lung Cancer,All,10-year,0-54,Belfast HSCT,28
Lung Cancer,All,10-year,0-54,Northern HSCT,35
Lung Cancer,All,10-year,0-54,South Eastern HSCT,25
Lung Cancer,All,10-year,0-54,Southern HSCT,27
Lung Cancer,All,10-year,0-54,Western HSCT,24
Lung Cancer,All,10-year,55-64,Belfast HSCT,82
Lung Cancer,All,10-year,55-64,Northern HSCT,101
Lung Cancer,All,10-year,55-64,South Eastern HSCT,70
Lung Cancer,All,10-year,55-64,Southern HSCT,76
Lung Cancer,All,10-year,55-64,Western HSCT,70
Lung Cancer,All,10-year,65-74,Belfast HSCT,192
Lung Cancer,All,10-year,65-74,Northern HSCT,237
Lung Cancer,All,10-year,65-74,South Eastern HSCT,165
Lung Cancer,All,10-year,65-74,Southern HSCT,180
Lung Cancer,All,10-year,65-74,Western HSCT,165
Lung Cancer,All,10-year,75+,Belfast HSCT,213
Lung Cancer,All,10-year,75+,Northern HSCT,264
Lung Cancer,All,10-year,75+,South Eastern HSCT,184
Lung Cancer,All,10-year,75+,Southern HSCT,200
Lung Cancer,All,10-year,75+,Western HSCT,183
Male Breast Cancer,All,10-year,0-54,Belfast HSCT,1
Male Breast Cancer,All,10-year,0-54,Northern HSCT,3
Male Breast Cancer,All,10-year,0-54,South Eastern HSCT,3
Male Breast Cancer,All,10-year,0-54,Southern HSCT,1
Male Breast Cancer,All,10-year,0-54,Western HSCT,1
Male Breast Cancer,All,10-year,55-64,Belfast HSCT,4
Male Breast Cancer,All,10-year,55-64,Northern HSCT,4
Male Breast Cancer,All,10-year,55-64,South Eastern HSCT,3
Male Breast Cancer,All,10-year,55-64,Southern HSCT,2
Male Breast Cancer,All,10-year,55-64,Western HSCT,1
Male Breast Cancer,All,10-year,65-74,Belfast HSCT,3
Male Breast Cancer,All,10-year,65-74,Northern HSCT,3
Male Breast Cancer,All,10-year,65-74,South Eastern HSCT,1
Male Breast Cancer,All,10-year,65-74,Southern HSCT,2
Male Breast Cancer,All,10-year,65-74,Western HSCT,2
Male Breast Cancer,All,10-year,75+,Belfast HSCT,8
Male Breast Cancer,All,10-year,75+,Northern HSCT,10
Male Breast Cancer,All,10-year,75+,South Eastern HSCT,7
Male Breast Cancer,All,10-year,75+,Southern HSCT,5
Male Breast Cancer,All,10-year,75+,Western HSCT,1
Oesophageal Cancer,All,10-year,0-54,Belfast HSCT,6
Oesophageal Cancer,All,10-year,0-54,Northern HSCT,18
Oesophageal Cancer,All,10-year,0-54,South Eastern HSCT,10
Oesophageal Cancer,All,10-year,0-54,Southern HSCT,2
Oesophageal Cancer,All,10-year,0-54,Western HSCT,8
Oesophageal Cancer,All,10-year,55-64,Belfast HSCT,19
Oesophageal Cancer,All,10-year,55-64,Northern HSCT,31
Oesophageal Cancer,All,10-year,55-64,South Eastern HSCT,30
Oesophageal Cancer,All,10-year,55-64,Southern HSCT,24
Oesophageal Cancer,All,10-year,55-64,Western HSCT,23
Oesophageal Cancer,All,10-year,65-74,Belfast HSCT,38
Oesophageal Cancer,All,10-year,65-74,Northern HSCT,44
Oesophageal Cancer,All,10-year,65-74,South Eastern HSCT,49
Oesophageal Cancer,All,10-year,65-74,Southern HSCT,39
Oesophageal Cancer,All,10-year,65-74,Western HSCT,39
Oesophageal Cancer,All,10-year,75+,Belfast HSCT,21
Oesophageal Cancer,All,10-year,75+,Northern HSCT,46
Oesophageal Cancer,All,10-year,75+,South Eastern HSCT,45
Oesophageal Cancer,All,10-year,75+,Southern HSCT,42
Oesophageal Cancer,All,10-year,75+,Western HSCT,36
Oral Cancer,All,10-year,0-54,Belfast HSCT,48
Oral Cancer,All,10-year,0-54,Northern HSCT,53
Oral Cancer,All,10-year,0-54,South Eastern HSCT,46
Oral Cancer,All,10-year,0-54,Southern HSCT,42
Oral Cancer,All,10-year,0-54,Western HSCT,38
Oral Cancer,All,10-year,55-64,Belfast HSCT,79
Oral Cancer,All,10-year,55-64,Northern HSCT,86
Oral Cancer,All,10-year,55-64,South Eastern HSCT,76
Oral Cancer,All,10-year,55-64,Southern HSCT,69
Oral Cancer,All,10-year,55-64,Western HSCT,63
Oral Cancer,All,10-year,65-74,Belfast HSCT,74
Oral Cancer,All,10-year,65-74,Northern HSCT,80
Oral Cancer,All,10-year,65-74,South Eastern HSCT,70
Oral Cancer,All,10-year,65-74,Southern HSCT,64
Oral Cancer,All,10-year,65-74,Western HSCT,59
Oral Cancer,All,10-year,75+,Belfast HSCT,47
Oral Cancer,All,10-year,75+,Northern HSCT,52
Oral Cancer,All,10-year,75+,South Eastern HSCT,45
Oral Cancer,All,10-year,75+,Southern HSCT,42
Oral Cancer,All,10-year,75+,Western HSCT,38
Ovarian Cancer,All,10-year,0-54,Belfast HSCT,63
Ovarian Cancer,All,10-year,0-54,Northern HSCT,76
Ovarian Cancer,All,10-year,0-54,South Eastern HSCT,69
Ovarian Cancer,All,10-year,0-54,Southern HSCT,62
Ovarian Cancer,All,10-year,0-54,Western HSCT,49
Ovarian Cancer,All,10-year,55-64,Belfast HSCT,52
Ovarian Cancer,All,10-year,55-64,Northern HSCT,64
Ovarian Cancer,All,10-year,55-64,South Eastern HSCT,58
Ovarian Cancer,All,10-year,55-64,Southern HSCT,52
Ovarian Cancer,All,10-year,55-64,Western HSCT,41
Ovarian Cancer,All,10-year,65-74,Belfast HSCT,43
Ovarian Cancer,All,10-year,65-74,Northern HSCT,52
Ovarian Cancer,All,10-year,65-74,South Eastern HSCT,47
Ovarian Cancer,All,10-year,65-74,Southern HSCT,43
Ovarian Cancer,All,10-year,65-74,Western HSCT,34
Ovarian Cancer,All,10-year,75+,Belfast HSCT,39
Ovarian Cancer,All,10-year,75+,Northern HSCT,47
Ovarian Cancer,All,10-year,75+,South Eastern HSCT,43
Ovarian Cancer,All,10-year,75+,Southern HSCT,39
Ovarian Cancer,All,10-year,75+,Western HSCT,30
Pancreatic Cancer,All,10-year,0-54,Belfast HSCT,6
Pancreatic Cancer,All,10-year,0-54,Northern HSCT,9
Pancreatic Cancer,All,10-year,0-54,South Eastern HSCT,9
Pancreatic Cancer,All,10-year,0-54,Southern HSCT,8
Pancreatic Cancer,All,10-year,0-54,Western HSCT,8
Pancreatic Cancer,All,10-year,55-64,Belfast HSCT,9
Pancreatic Cancer,All,10-year,55-64,Northern HSCT,14
Pancreatic Cancer,All,10-year,55-64,South Eastern HSCT,14
Pancreatic Cancer,All,10-year,55-64,Southern HSCT,13
Pancreatic Cancer,All,10-year,55-64,Western HSCT,9
Pancreatic Cancer,All,10-year,65-74,Belfast HSCT,20
Pancreatic Cancer,All,10-year,65-74,Northern HSCT,28
Pancreatic Cancer,All,10-year,65-74,South Eastern HSCT,28
Pancreatic Cancer,All,10-year,65-74,Southern HSCT,23
Pancreatic Cancer,All,10-year,65-74,Western HSCT,21
Pancreatic Cancer,All,10-year,75+,Belfast HSCT,18
Pancreatic Cancer,All,10-year,75+,Northern HSCT,23
Pancreatic Cancer,All,10-year,75+,South Eastern HSCT,23
Pancreatic Cancer,All,10-year,75+,Southern HSCT,21
Pancreatic Cancer,All,10-year,75+,Western HSCT,17
Prostate Cancer,All,10-year,0-54,Belfast HSCT,26
Prostate Cancer,All,10-year,0-54,Northern HSCT,49
Prostate Cancer,All,10-year,0-54,South Eastern HSCT,36
Prostate Cancer,All,10-year,0-54,Southern HSCT,28
Prostate Cancer,All,10-year,0-54,Western HSCT,30
Prostate Cancer,All,10-year,55-64,Belfast HSCT,218
Prostate Cancer,All,10-year,55-64,Northern HSCT,409
Prostate Cancer,All,10-year,55-64,South Eastern HSCT,300
Prostate Cancer,All,10-year,55-64,Southern HSCT,233
Prostate Cancer,All,10-year,55-64,Western HSCT,249
Prostate Cancer,All,10-year,65-74,Belfast HSCT,559
Prostate Cancer,All,10-year,65-74,Northern HSCT,1045
Prostate Cancer,All,10-year,65-74,South Eastern HSCT,768
Prostate Cancer,All,10-year,65-74,Southern HSCT,596
Prostate Cancer,All,10-year,65-74,Western HSCT,637
Prostate Cancer,All,10-year,75+,Belfast HSCT,606
Prostate Cancer,All,10-year,75+,Northern HSCT,1134
Prostate Cancer,All,10-year,75+,South Eastern HSCT,833
Prostate Cancer,All,10-year,75+,Southern HSCT,646
Prostate Cancer,All,10-year,75+,Western HSCT,691
Stomach Cancer,All,10-year,0-54,Belfast HSCT,8
Stomach Cancer,All,10-year,0-54,Northern HSCT,8
Stomach Cancer,All,10-year,0-54,South Eastern HSCT,8
Stomach Cancer,All,10-year,0-54,Southern HSCT,6
Stomach Cancer,All,10-year,0-54,Western HSCT,8
Stomach Cancer,All,10-year,55-64,Belfast HSCT,13
Stomach Cancer,All,10-year,55-64,Northern HSCT,14
Stomach Cancer,All,10-year,55-64,South Eastern HSCT,13
Stomach Cancer,All,10-year,55-64,Southern HSCT,11
Stomach Cancer,All,10-year,55-64,Western HSCT,13
Stomach Cancer,All,10-year,65-74,Belfast HSCT,20
Stomach Cancer,All,10-year,65-74,Northern HSCT,23
Stomach Cancer,All,10-year,65-74,South Eastern HSCT,21
Stomach Cancer,All,10-year,65-74,Southern HSCT,17
Stomach Cancer,All,10-year,65-74,Western HSCT,21
Stomach Cancer,All,10-year,75+,Belfast HSCT,43
Stomach Cancer,All,10-year,75+,Northern HSCT,49
Stomach Cancer,All,10-year,75+,South Eastern HSCT,45
Stomach Cancer,All,10-year,75+,Southern HSCT,36
Stomach Cancer,All,10-year,75+,Western HSCT,45
Uterine Cancer,All,10-year,0-54,Belfast HSCT,39
Uterine Cancer,All,10-year,0-54,Northern HSCT,49
Uterine Cancer,All,10-year,0-54,South Eastern HSCT,37
Uterine Cancer,All,10-year,0-54,Southern HSCT,42
Uterine Cancer,All,10-year,0-54,Western HSCT,24
Uterine Cancer,All,10-year,55-64,Belfast HSCT,78
Uterine Cancer,All,10-year,55-64,Northern HSCT,143
Uterine Cancer,All,10-year,55-64,South Eastern HSCT,92
Uterine Cancer,All,10-year,55-64,Southern HSCT,113
Uterine Cancer,All,10-year,55-64,Western HSCT,93
Uterine Cancer,All,10-year,65-74,Belfast HSCT,89
Uterine Cancer,All,10-year,65-74,Northern HSCT,141
Uterine Cancer,All,10-year,65-74,South Eastern HSCT,126
Uterine Cancer,All,10-year,65-74,Southern HSCT,130
Uterine Cancer,All,10-year,65-74,Western HSCT,106
Uterine Cancer,All,10-year,75+,Belfast HSCT,67
Uterine Cancer,All,10-year,75+,Northern HSCT,132
Uterine Cancer,All,10-year,75+,South Eastern HSCT,100
Uterine Cancer,All,10-year,75+,Southern HSCT,113
Uterine Cancer,All,10-year,75+,Western HSCT,102
All Cancers,All,25-year,0-54,Belfast HSCT,2886
All Cancers,All,25-year,0-54,Northern HSCT,4242
All Cancers,All,25-year,0-54,South Eastern HSCT,3519
All Cancers,All,25-year,0-54,Southern HSCT,3067
All Cancers,All,25-year,0-54,Western HSCT,2518
All Cancers,All,25-year,55-64,Belfast HSCT,3438
All Cancers,All,25-year,55-64,Northern HSCT,5054
All Cancers,All,25-year,55-64,South Eastern HSCT,4189
All Cancers,All,25-year,55-64,Southern HSCT,3653
All Cancers,All,25-year,55-64,Western HSCT,2998
All Cancers,All,25-year,65-74,Belfast HSCT,4951
All Cancers,All,25-year,65-74,Northern HSCT,7278
All Cancers,All,25-year,65-74,South Eastern HSCT,6035
All Cancers,All,25-year,65-74,Southern HSCT,5260
All Cancers,All,25-year,65-74,Western HSCT,4317
All Cancers,All,25-year,75+,Belfast HSCT,7300
All Cancers,All,25-year,75+,Northern HSCT,10732
All Cancers,All,25-year,75+,South Eastern HSCT,8898
All Cancers,All,25-year,75+,Southern HSCT,7759
All Cancers,All,25-year,75+,Western HSCT,6364
Bladder Cancer,All,25-year,0-54,Belfast HSCT,13
Bladder Cancer,All,25-year,0-54,Northern HSCT,15
Bladder Cancer,All,25-year,0-54,South Eastern HSCT,13
Bladder Cancer,All,25-year,0-54,Southern HSCT,11
Bladder Cancer,All,25-year,0-54,Western HSCT,9
Bladder Cancer,All,25-year,55-64,Belfast HSCT,37
Bladder Cancer,All,25-year,55-64,Northern HSCT,51
Bladder Cancer,All,25-year,55-64,South Eastern HSCT,40
Bladder Cancer,All,25-year,55-64,Southern HSCT,33
Bladder Cancer,All,25-year,55-64,Western HSCT,29
Bladder Cancer,All,25-year,65-74,Belfast HSCT,78
Bladder Cancer,All,25-year,65-74,Northern HSCT,108
Bladder Cancer,All,25-year,65-74,South Eastern HSCT,87
Bladder Cancer,All,25-year,65-74,Southern HSCT,69
Bladder Cancer,All,25-year,65-74,Western HSCT,59
Bladder Cancer,All,25-year,75+,Belfast HSCT,164
Bladder Cancer,All,25-year,75+,Northern HSCT,227
Bladder Cancer,All,25-year,75+,South Eastern HSCT,185
Bladder Cancer,All,25-year,75+,Southern HSCT,148
Bladder Cancer,All,25-year,75+,Western HSCT,130
Blood Leukaemia,All,25-year,0-54,Belfast HSCT,119
Blood Leukaemia,All,25-year,0-54,Northern HSCT,168
Blood Leukaemia,All,25-year,0-54,South Eastern HSCT,148
Blood Leukaemia,All,25-year,0-54,Southern HSCT,128
Blood Leukaemia,All,25-year,0-54,Western HSCT,108
Blood Leukaemia,All,25-year,55-64,Belfast HSCT,58
Blood Leukaemia,All,25-year,55-64,Northern HSCT,82
Blood Leukaemia,All,25-year,55-64,South Eastern HSCT,72
Blood Leukaemia,All,25-year,55-64,Southern HSCT,62
Blood Leukaemia,All,25-year,55-64,Western HSCT,53
Blood Leukaemia,All,25-year,65-74,Belfast HSCT,83
Blood Leukaemia,All,25-year,65-74,Northern HSCT,117
Blood Leukaemia,All,25-year,65-74,South Eastern HSCT,103
Blood Leukaemia,All,25-year,65-74,Southern HSCT,89
Blood Leukaemia,All,25-year,65-74,Western HSCT,76
Blood Leukaemia,All,25-year,75+,Belfast HSCT,108
Blood Leukaemia,All,25-year,75+,Northern HSCT,152
Blood Leukaemia,All,25-year,75+,South Eastern HSCT,134
Blood Leukaemia,All,25-year,75+,Southern HSCT,115
Blood Leukaemia,All,25-year,75+,Western HSCT,98
Blood Lymphoma,All,25-year,0-54,Belfast HSCT,189
Blood Lymphoma,All,25-year,0-54,Northern HSCT,267
Blood Lymphoma,All,25-year,0-54,South Eastern HSCT,201
Blood Lymphoma,All,25-year,0-54,Southern HSCT,203
Blood Lymphoma,All,25-year,0-54,Western HSCT,154
Blood Lymphoma,All,25-year,55-64,Belfast HSCT,127
Blood Lymphoma,All,25-year,55-64,Northern HSCT,223
Blood Lymphoma,All,25-year,55-64,South Eastern HSCT,153
Blood Lymphoma,All,25-year,55-64,Southern HSCT,155
Blood Lymphoma,All,25-year,55-64,Western HSCT,116
Blood Lymphoma,All,25-year,65-74,Belfast HSCT,168
Blood Lymphoma,All,25-year,65-74,Northern HSCT,259
Blood Lymphoma,All,25-year,65-74,South Eastern HSCT,187
Blood Lymphoma,All,25-year,65-74,Southern HSCT,190
Blood Lymphoma,All,25-year,65-74,Western HSCT,142
Blood Lymphoma,All,25-year,75+,Belfast HSCT,228
Blood Lymphoma,All,25-year,75+,Northern HSCT,352
Blood Lymphoma,All,25-year,75+,South Eastern HSCT,255
Blood Lymphoma,All,25-year,75+,Southern HSCT,258
Blood Lymphoma,All,25-year,75+,Western HSCT,193
Blood Multiple Myeloma,All,25-year,0-54,Belfast HSCT,12
Blood Multiple Myeloma,All,25-year,0-54,Northern HSCT,21
Blood Multiple Myeloma,All,25-year,0-54,South Eastern HSCT,16
Blood Multiple Myeloma,All,25-year,0-54,Southern HSCT,18
Blood Multiple Myeloma,All,25-year,0-54,Western HSCT,12
Blood Multiple Myeloma,All,25-year,55-64,Belfast HSCT,30
Blood Multiple Myeloma,All,25-year,55-64,Northern HSCT,51
Blood Multiple Myeloma,All,25-year,55-64,South Eastern HSCT,39
Blood Multiple Myeloma,All,25-year,55-64,Southern HSCT,42
Blood Multiple Myeloma,All,25-year,55-64,Western HSCT,32
Blood Multiple Myeloma,All,25-year,65-74,Belfast HSCT,48
Blood Multiple Myeloma,All,25-year,65-74,Northern HSCT,80
Blood Multiple Myeloma,All,25-year,65-74,South Eastern HSCT,60
Blood Multiple Myeloma,All,25-year,65-74,Southern HSCT,68
Blood Multiple Myeloma,All,25-year,65-74,Western HSCT,44
Blood Multiple Myeloma,All,25-year,75+,Belfast HSCT,63
Blood Multiple Myeloma,All,25-year,75+,Northern HSCT,107
Blood Multiple Myeloma,All,25-year,75+,South Eastern HSCT,79
Blood Multiple Myeloma,All,25-year,75+,Southern HSCT,94
Blood Multiple Myeloma,All,25-year,75+,Western HSCT,62
Brain Cancer,All,25-year,0-54,Belfast HSCT,86
Brain Cancer,All,25-year,0-54,Northern HSCT,130
Brain Cancer,All,25-year,0-54,South Eastern HSCT,97
Brain Cancer,All,25-year,0-54,Southern HSCT,83
Brain Cancer,All,25-year,0-54,Western HSCT,75
Brain Cancer,All,25-year,55-64,Belfast HSCT,19
Brain Cancer,All,25-year,55-64,Northern HSCT,27
Brain Cancer,All,25-year,55-64,South Eastern HSCT,20
Brain Cancer,All,25-year,55-64,Southern HSCT,17
Brain Cancer,All,25-year,55-64,Western HSCT,13
Brain Cancer,All,25-year,65-74,Belfast HSCT,13
Brain Cancer,All,25-year,65-74,Northern HSCT,20
Brain Cancer,All,25-year,65-74,South Eastern HSCT,15
Brain Cancer,All,25-year,65-74,Southern HSCT,13
Brain Cancer,All,25-year,65-74,Western HSCT,12
Brain Cancer,All,25-year,75+,Belfast HSCT,5
Brain Cancer,All,25-year,75+,Northern HSCT,8
Brain Cancer,All,25-year,75+,South Eastern HSCT,6
Brain Cancer,All,25-year,75+,Southern HSCT,5
Brain Cancer,All,25-year,75+,Western HSCT,6
Colorectal Cancer,All,25-year,0-54,Belfast HSCT,121
Colorectal Cancer,All,25-year,0-54,Northern HSCT,178
Colorectal Cancer,All,25-year,0-54,South Eastern HSCT,143
Colorectal Cancer,All,25-year,0-54,Southern HSCT,128
Colorectal Cancer,All,25-year,0-54,Western HSCT,116
Colorectal Cancer,All,25-year,55-64,Belfast HSCT,267
Colorectal Cancer,All,25-year,55-64,Northern HSCT,393
Colorectal Cancer,All,25-year,55-64,South Eastern HSCT,324
Colorectal Cancer,All,25-year,55-64,Southern HSCT,284
Colorectal Cancer,All,25-year,55-64,Western HSCT,260
Colorectal Cancer,All,25-year,65-74,Belfast HSCT,465
Colorectal Cancer,All,25-year,65-74,Northern HSCT,686
Colorectal Cancer,All,25-year,65-74,South Eastern HSCT,562
Colorectal Cancer,All,25-year,65-74,Southern HSCT,496
Colorectal Cancer,All,25-year,65-74,Western HSCT,448
Colorectal Cancer,All,25-year,75+,Belfast HSCT,822
Colorectal Cancer,All,25-year,75+,Northern HSCT,1206
Colorectal Cancer,All,25-year,75+,South Eastern HSCT,992
Colorectal Cancer,All,25-year,75+,Southern HSCT,869
Colorectal Cancer,All,25-year,75+,Western HSCT,787
Female Breast Cancer,All,25-year,0-54,Belfast HSCT,548
Female Breast Cancer,All,25-year,0-54,Northern HSCT,799
Female Breast Cancer,All,25-year,0-54,South Eastern HSCT,660
Female Breast Cancer,All,25-year,0-54,Southern HSCT,586
Female Breast Cancer,All,25-year,0-54,Western HSCT,481
Female Breast Cancer,All,25-year,55-64,Belfast HSCT,818
Female Breast Cancer,All,25-year,55-64,Northern HSCT,1193
Female Breast Cancer,All,25-year,55-64,South Eastern HSCT,986
Female Breast Cancer,All,25-year,55-64,Southern HSCT,871
Female Breast Cancer,All,25-year,55-64,Western HSCT,720
Female Breast Cancer,All,25-year,65-74,Belfast HSCT,906
Female Breast Cancer,All,25-year,65-74,Northern HSCT,1321
Female Breast Cancer,All,25-year,65-74,South Eastern HSCT,1091
Female Breast Cancer,All,25-year,65-74,Southern HSCT,963
Female Breast Cancer,All,25-year,65-74,Western HSCT,797
Female Breast Cancer,All,25-year,75+,Belfast HSCT,975
Female Breast Cancer,All,25-year,75+,Northern HSCT,1422
Female Breast Cancer,All,25-year,75+,South Eastern HSCT,1174
Female Breast Cancer,All,25-year,75+,Southern HSCT,1038
Female Breast Cancer,All,25-year,75+,Western HSCT,858
Female Breast Insitu Tumour,All,25-year,0-54,Belfast HSCT,93
Female Breast Insitu Tumour,All,25-year,0-54,Northern HSCT,166
Female Breast Insitu Tumour,All,25-year,0-54,South Eastern HSCT,121
Female Breast Insitu Tumour,All,25-year,0-54,Southern HSCT,101
Female Breast Insitu Tumour,All,25-year,0-54,Western HSCT,85
Female Breast Insitu Tumour,All,25-year,55-64,Belfast HSCT,150
Female Breast Insitu Tumour,All,25-year,55-64,Northern HSCT,271
Female Breast Insitu Tumour,All,25-year,55-64,South Eastern HSCT,194
Female Breast Insitu Tumour,All,25-year,55-64,Southern HSCT,166
Female Breast Insitu Tumour,All,25-year,55-64,Western HSCT,138
Female Breast Insitu Tumour,All,25-year,65-74,Belfast HSCT,168
Female Breast Insitu Tumour,All,25-year,65-74,Northern HSCT,301
Female Breast Insitu Tumour,All,25-year,65-74,South Eastern HSCT,218
Female Breast Insitu Tumour,All,25-year,65-74,Southern HSCT,184
Female Breast Insitu Tumour,All,25-year,65-74,Western HSCT,153
Female Breast Insitu Tumour,All,25-year,75+,Belfast HSCT,123
Female Breast Insitu Tumour,All,25-year,75+,Northern HSCT,220
Female Breast Insitu Tumour,All,25-year,75+,South Eastern HSCT,158
Female Breast Insitu Tumour,All,25-year,75+,Southern HSCT,137
Female Breast Insitu Tumour,All,25-year,75+,Western HSCT,115
Gallbladder And Other Biliary Cancer,All,25-year,0-54,Belfast HSCT,2
Gallbladder And Other Biliary Cancer,All,25-year,0-54,Northern HSCT,3
Gallbladder And Other Biliary Cancer,All,25-year,0-54,South Eastern HSCT,3
Gallbladder And Other Biliary Cancer,All,25-year,0-54,Southern HSCT,3
Gallbladder And Other Biliary Cancer,All,25-year,0-54,Western HSCT,2
Gallbladder And Other Biliary Cancer,All,25-year,55-64,Belfast HSCT,5
Gallbladder And Other Biliary Cancer,All,25-year,55-64,Northern HSCT,5
Gallbladder And Other Biliary Cancer,All,25-year,55-64,South Eastern HSCT,5
