sex,age,deprivation,hsct,geo,smoking,probability
Males,65-74,Quintile 3,BHSCT,Mixed,current_smoker,1.3496495408175076e-4
Females,65-74,Quintile 3,BHSCT,Mixed,current_smoker,1.2496755007569522e-4
Males,75-110,Quintile 3,BHSCT,Mixed,current_smoker,5.998442403633368e-5
Females,75-110,Quintile 3,BHSCT,Mixed,current_smoker,4.4988318027250256e-5
Males,16-34,Quintile 4,BHSCT,Mixed,current_smoker,1.772267073800765e-4
Females,16-34,Quintile 4,BHSCT,Mixed,current_smoker,1.0451831460876305e-4
Males,35-44,Quintile 4,BHSCT,Mixed,current_smoker,1.3632823644621264e-4
Females,35-44,Quintile 4,BHSCT,Mixed,current_smoker,1.0906258915697006e-4
Males,45-54,Quintile 4,BHSCT,Mixed,current_smoker,1.3632823644621267e-4
Females,45-54,Quintile 4,BHSCT,Mixed,current_smoker,1.3178396189800556e-4
Males,55-64,Quintile 4,BHSCT,Mixed,current_smoker,1.2723968734979857e-4
Females,55-64,Quintile 4,BHSCT,Mixed,current_smoker,1.590496091872481e-4
Males,65-74,Quintile 4,BHSCT,Mixed,current_smoker,1.2269541280159142e-4
Females,65-74,Quintile 4,BHSCT,Mixed,current_smoker,1.1360686370517727e-4
Males,75-110,Quintile 4,BHSCT,Mixed,current_smoker,5.4531294578485056e-5
Females,75-110,Quintile 4,BHSCT,Mixed,current_smoker,4.089847093386379e-5
Males,16-34,Least Deprived,BHSCT,Mixed,current_smoker,1.2405869516605373e-4
Females,16-34,Least Deprived,BHSCT,Mixed,current_smoker,7.316282022613423e-5
Males,35-44,Least Deprived,BHSCT,Mixed,current_smoker,9.542976551234896e-5
Females,35-44,Least Deprived,BHSCT,Mixed,current_smoker,7.634381240987914e-5
Males,45-54,Least Deprived,BHSCT,Mixed,current_smoker,9.5429765512349e-5
Females,45-54,Least Deprived,BHSCT,Mixed,current_smoker,9.224877332860398e-5
Males,55-64,Least Deprived,BHSCT,Mixed,current_smoker,8.906778114485909e-5
Females,55-64,Least Deprived,BHSCT,Mixed,current_smoker,1.113347264310738e-4
Males,65-74,Least Deprived,BHSCT,Mixed,current_smoker,8.588678896111412e-5
Females,65-74,Least Deprived,BHSCT,Mixed,current_smoker,7.95248045936242e-5
Males,75-110,Least Deprived,BHSCT,Mixed,current_smoker,3.817190620493958e-5
Females,75-110,Least Deprived,BHSCT,Mixed,current_smoker,2.8628929653704693e-5
Males,16-34,Most Deprived,NHSCT,Mixed,current_smoker,3.0623732525233884e-4
Females,16-34,Most Deprived,NHSCT,Mixed,current_smoker,1.8060149950778953e-4
Males,35-44,Most Deprived,NHSCT,Mixed,current_smoker,2.3556717327102972e-4
Females,35-44,Most Deprived,NHSCT,Mixed,current_smoker,1.884537386168237e-4
Males,45-54,Most Deprived,NHSCT,Mixed,current_smoker,2.355671732710298e-4
Females,45-54,Most Deprived,NHSCT,Mixed,current_smoker,2.2771493416199543e-4
Males,55-64,Most Deprived,NHSCT,Mixed,current_smoker,2.198626950529613e-4
Females,55-64,Most Deprived,NHSCT,Mixed,current_smoker,2.748283688162014e-4
Males,65-74,Most Deprived,NHSCT,Mixed,current_smoker,2.1201045594392687e-4
Females,65-74,Most Deprived,NHSCT,Mixed,current_smoker,1.9630597772585817e-4
Males,75-110,Most Deprived,NHSCT,Mixed,current_smoker,9.422686930841192e-5
Females,75-110,Most Deprived,NHSCT,Mixed,current_smoker,7.067015198130893e-5
Males,16-34,Quintile 2,NHSCT,Mixed,current_smoker,2.3456475976774865e-4
Females,16-34,Quintile 2,NHSCT,Mixed,current_smoker,1.3833306345277489e-4
Males,35-44,Quintile 2,NHSCT,Mixed,current_smoker,1.804344305905758e-4
Females,35-44,Quintile 2,NHSCT,Mixed,current_smoker,1.443475444724606e-4
Males,45-54,Quintile 2,NHSCT,Mixed,current_smoker,1.8043443059057593e-4
Females,45-54,Quintile 2,NHSCT,Mixed,current_smoker,1.7441994957089e-4
Males,55-64,Quintile 2,NHSCT,Mixed,current_smoker,1.684054685512043e-4
Females,55-64,Quintile 2,NHSCT,Mixed,current_smoker,2.1050683568900515e-4
Males,65-74,Quintile 2,NHSCT,Mixed,current_smoker,1.6239098753151833e-4
Females,65-74,Quintile 2,NHSCT,Mixed,current_smoker,1.503620254921466e-4
Males,75-110,Quintile 2,NHSCT,Mixed,current_smoker,7.217377223623035e-5
Females,75-110,Quintile 2,NHSCT,Mixed,current_smoker,5.4130329177172755e-5
Males,16-34,Quintile 3,NHSCT,Mixed,current_smoker,1.4334513096918004e-4
Females,16-34,Quintile 3,NHSCT,Mixed,current_smoker,8.453687211002923e-5
Males,35-44,Quintile 3,NHSCT,Mixed,current_smoker,1.1026548536090765e-4
Females,35-44,Quintile 3,NHSCT,Mixed,current_smoker,8.82123882887261e-5
Males,45-54,Quintile 3,NHSCT,Mixed,current_smoker,1.1026548536090773e-4
Females,45-54,Quintile 3,NHSCT,Mixed,current_smoker,1.0658996918221074e-4
Males,55-64,Quintile 3,NHSCT,Mixed,current_smoker,1.0291445300351393e-4
Females,55-64,Quintile 3,NHSCT,Mixed,current_smoker,1.2864306625439228e-4
Males,65-74,Quintile 3,NHSCT,Mixed,current_smoker,9.923893682481695e-5
Females,65-74,Quintile 3,NHSCT,Mixed,current_smoker,9.188790446742311e-5
Males,75-110,Quintile 3,NHSCT,Mixed,current_smoker,4.4106194144363076e-5
Females,75-110,Quintile 3,NHSCT,Mixed,current_smoker,3.307964560827231e-5
Males,16-34,Quintile 4,NHSCT,Mixed,current_smoker,1.3031375542652706e-4
Females,16-34,Quintile 4,NHSCT,Mixed,current_smoker,7.685170191820826e-5
Males,35-44,Quintile 4,NHSCT,Mixed,current_smoker,1.0024135032809769e-4
Females,35-44,Quintile 4,NHSCT,Mixed,current_smoker,8.019308026247814e-5
Males,45-54,Quintile 4,NHSCT,Mixed,current_smoker,1.0024135032809777e-4
Females,45-54,Quintile 4,NHSCT,Mixed,current_smoker,9.68999719838278e-5
Males,55-64,Quintile 4,NHSCT,Mixed,current_smoker,9.355859363955795e-5
Females,55-64,Quintile 4,NHSCT,Mixed,current_smoker,1.1694824204944732e-4
Males,65-74,Quintile 4,NHSCT,Mixed,current_smoker,9.021721529528795e-5
Females,65-74,Quintile 4,NHSCT,Mixed,current_smoker,8.353445860674811e-5
Males,75-110,Quintile 4,NHSCT,Mixed,current_smoker,4.0096540131239076e-5
Females,75-110,Quintile 4,NHSCT,Mixed,current_smoker,3.007240509842931e-5
Males,16-34,Least Deprived,NHSCT,Mixed,current_smoker,9.121962879856905e-5
Females,16-34,Least Deprived,NHSCT,Mixed,current_smoker,5.379619134274586e-5
Males,35-44,Least Deprived,NHSCT,Mixed,current_smoker,7.016894522966846e-5
Females,35-44,Least Deprived,NHSCT,Mixed,current_smoker,5.6135156183734765e-5
Males,45-54,Least Deprived,NHSCT,Mixed,current_smoker,7.016894522966853e-5
Females,45-54,Least Deprived,NHSCT,Mixed,current_smoker,6.782998038867954e-5
Males,55-64,Least Deprived,NHSCT,Mixed,current_smoker,6.549101554769063e-5
Females,55-64,Least Deprived,NHSCT,Mixed,current_smoker,8.186376943461326e-5
Males,65-74,Least Deprived,NHSCT,Mixed,current_smoker,6.315205070670165e-5
Females,65-74,Least Deprived,NHSCT,Mixed,current_smoker,5.8474121024723795e-5
Males,75-110,Least Deprived,NHSCT,Mixed,current_smoker,2.8067578091867393e-5
Females,75-110,Least Deprived,NHSCT,Mixed,current_smoker,2.1050683568900546e-5
Males,16-34,Most Deprived,SEHSCT,Mixed,current_smoker,3.0623732525233884e-4
Females,16-34,Most Deprived,SEHSCT,Mixed,current_smoker,1.8060149950778953e-4
Males,35-44,Most Deprived,SEHSCT,Mixed,current_smoker,2.3556717327102972e-4
Females,35-44,Most Deprived,SEHSCT,Mixed,current_smoker,1.884537386168237e-4
Males,45-54,Most Deprived,SEHSCT,Mixed,current_smoker,2.355671732710298e-4
Females,45-54,Most Deprived,SEHSCT,Mixed,current_smoker,2.2771493416199543e-4
Males,55-64,Most Deprived,SEHSCT,Mixed,current_smoker,2.198626950529613e-4
Females,55-64,Most Deprived,SEHSCT,Mixed,current_smoker,2.748283688162014e-4
Males,65-74,Most Deprived,SEHSCT,Mixed,current_smoker,2.1201045594392687e-4
Females,65-74,Most Deprived,SEHSCT,Mixed,current_smoker,1.9630597772585817e-4
Males,75-110,Most Deprived,SEHSCT,Mixed,current_smoker,9.422686930841192e-5
Females,75-110,Most Deprived,SEHSCT,Mixed,current_smoker,7.067015198130893e-5
Males,16-34,Quintile 2,SEHSCT,Mixed,current_smoker,2.3456475976774865e-4
Females,16-34,Quintile 2,SEHSCT,Mixed,current_smoker,1.3833306345277489e-4
Males,35-44,Quintile 2,SEHSCT,Mixed,current_smoker,1.804344305905758e-4
Females,35-44,Quintile 2,SEHSCT,Mixed,current_smoker,1.443475444724606e-4
Males,45-54,Quintile 2,SEHSCT,Mixed,current_smoker,1.8043443059057593e-4
Females,45-54,Quintile 2,SEHSCT,Mixed,current_smoker,1.7441994957089e-4
Males,55-64,Quintile 2,SEHSCT,Mixed,current_smoker,1.684054685512043e-4
Females,55-64,Quintile 2,SEHSCT,Mixed,current_smoker,2.1050683568900515e-4
Males,65-74,Quintile 2,SEHSCT,Mixed,current_smoker,1.6239098753151833e-4
Females,65-74,Quintile 2,SEHSCT,Mixed,current_smoker,1.503620254921466e-4
Males,75-110,Quintile 2,SEHSCT,Mixed,current_smoker,7.217377223623035e-5
Females,75-110,Quintile 2,SEHSCT,Mixed,current_smoker,5.4130329177172755e-5
Males,16-34,Quintile 3,SEHSCT,Mixed,current_smoker,1.4334513096918004e-4
Females,16-34,Quintile 3,SEHSCT,Mixed,current_smoker,8.453687211002923e-5
Males,35-44,Quintile 3,SEHSCT,Mixed,current_smoker,1.1026548536090765e-4
Females,35-44,Quintile 3,SEHSCT,Mixed,current_smoker,8.82123882887261e-5
Males,45-54,Quintile 3,SEHSCT,Mixed,current_smoker,1.1026548536090773e-4
Females,45-54,Quintile 3,SEHSCT,Mixed,current_smoker,1.0658996918221074e-4
Males,55-64,Quintile 3,SEHSCT,Mixed,current_smoker,1.0291445300351393e-4
Females,55-64,Quintile 3,SEHSCT,Mixed,current_smoker,1.2864306625439228e-4
Males,65-74,Quintile 3,SEHSCT,Mixed,current_smoker,9.923893682481695e-5
Females,65-74,Quintile 3,SEHSCT,Mixed,current_smoker,9.188790446742311e-5
Males,75-110,Quintile 3,SEHSCT,Mixed,current_smoker,4.4106194144363076e-5
Females,75-110,Quintile 3,SEHSCT,Mixed,current_smoker,3.307964560827231e-5
Males,16-34,Quintile 4,SEHSCT,Mixed,current_smoker,1.3031375542652706e-4
Females,16-34,Quintile 4,SEHSCT,Mixed,current_smoker,7.685170191820826e-5
Males,35-44,Quintile 4,SEHSCT,Mixed,current_smoker,1.0024135032809769e-4
Females,35-44,Quintile 4,SEHSCT,Mixed,current_smoker,8.019308026247814e-5
Males,45-54,Quintile 4,SEHSCT,Mixed,current_smoker,1.0024135032809777e-4
Females,45-54,Quintile 4,SEHSCT,Mixed,current_smoker,9.68999719838278e-5
Males,55-64,Quintile 4,SEHSCT,Mixed,current_smoker,9.355859363955795e-5
Females,55-64,Quintile 4,SEHSCT,Mixed,current_smoker,1.1694824204944732e-4
Males,65-74,Quintile 4,SEHSCT,Mixed,current_smoker,9.021721529528795e-5
Females,65-74,Quintile 4,SEHSCT,Mixed,current_smoker,8.353445860674811e-5
Males,75-110,Quintile 4,SEHSCT,Mixed,current_smoker,4.0096540131239076e-5
Females,75-110,Quintile 4,SEHSCT,Mixed,current_smoker,3.007240509842931e-5
Males,16-34,Least Deprived,SEHSCT,Mixed,current_smoker,9.121962879856905e-5
Females,16-34,Least Deprived,SEHSCT,Mixed,current_smoker,5.379619134274586e-5
Males,35-44,Least Deprived,SEHSCT,Mixed,current_smoker,7.016894522966846e-5
Females,35-44,Least Deprived,SEHSCT,Mixed,current_smoker,5.6135156183734765e-5
Males,45-54,Least Deprived,SEHSCT,Mixed,current_smoker,7.016894522966853e-5
Females,45-54,Least Deprived,SEHSCT,Mixed,current_smoker,6.782998038867954e-5
Males,55-64,Least Deprived,SEHSCT,Mixed,current_smoker,6.549101554769063e-5
Females,55-64,Least Deprived,SEHSCT,Mixed,current_smoker,8.186376943461326e-5
Males,65-74,Least Deprived,SEHSCT,Mixed,current_smoker,6.315205070670165e-5
Females,65-74,Least Deprived,SEHSCT,Mixed,current_smoker,5.8474121024723795e-5
Males,75-110,Least Deprived,SEHSCT,Mixed,current_smoker,2.8067578091867393e-5
Females,75-110,Least Deprived,SEHSCT,Mixed,current_smoker,2.1050683568900546e-5
Males,16-34,Most Deprived,SHSCT,Mixed,current_smoker,3.0623732525233884e-4
Females,16-34,Most Deprived,SHSCT,Mixed,current_smoker,1.8060149950778953e-4
Males,35-44,Most Deprived,SHSCT,Mixed,current_smoker,2.3556717327102972e-4
Females,35-44,Most Deprived,SHSCT,Mixed,current_smoker,1.884537386168237e-4
Males,45-54,Most Deprived,SHSCT,Mixed,current_smoker,2.355671732710298e-4
Females,45-54,Most Deprived,SHSCT,Mixed,current_smoker,2.2771493416199543e-4
Males,55-64,Most Deprived,SHSCT,Mixed,current_smoker,2.198626950529613e-4
Females,55-64,Most Deprived,SHSCT,Mixed,current_smoker,2.748283688162014e-4
Males,65-74,Most Deprived,SHSCT,Mixed,current_smoker,2.1201045594392687e-4
Females,65-74,Most Deprived,SHSCT,Mixed,current_smoker,1.9630597772585817e-4
Males,75-110,Most Deprived,SHSCT,Mixed,current_smoker,9.422686930841192e-5
Females,75-110,Most Deprived,SHSCT,Mixed,current_smoker,7.067015198130893e-5
Males,16-34,Quintile 2,SHSCT,Mixed,current_smoker,2.3456475976774865e-4
Females,16-34,Quintile 2,SHSCT,Mixed,current_smoker,1.3833306345277489e-4
Males,35-44,Quintile 2,SHSCT,Mixed,current_smoker,1.804344305905758e-4
Females,35-44,Quintile 2,SHSCT,Mixed,current_smoker,1.443475444724606e-4
Males,45-54,Quintile 2,SHSCT,Mixed,current_smoker,1.8043443059057593e-4
Females,45-54,Quintile 2,SHSCT,Mixed,current_smoker,1.7441994957089e-4
Males,55-64,Quintile 2,SHSCT,Mixed,current_smoker,1.684054685512043e-4
Females,55-64,Quintile 2,SHSCT,Mixed,current_smoker,2.1050683568900515e-4
Males,65-74,Quintile 2,SHSCT,Mixed,current_smoker,1.6239098753151833e-4
Females,65-74,Quintile 2,SHSCT,Mixed,current_smoker,1.503620254921466e-4
Males,75-110,Quintile 2,SHSCT,Mixed,current_smoker,7.217377223623035e-5
Females,75-110,Quintile 2,SHSCT,Mixed,current_smoker,5.4130329177172755e-5
Males,16-34,Quintile 3,SHSCT,Mixed,current_smoker,1.4334513096918004e-4
Females,16-34,Quintile 3,SHSCT,Mixed,current_smoker,8.453687211002923e-5
Males,35-44,Quintile 3,SHSCT,Mixed,current_smoker,1.1026548536090765e-4
Females,35-44,Quintile 3,SHSCT,Mixed,current_smoker,8.82123882887261e-5
Males,45-54,Quintile 3,SHSCT,Mixed,current_smoker,1.1026548536090773e-4
Females,45-54,Quintile 3,SHSCT,Mixed,current_smoker,1.0658996918221074e-4
Males,55-64,Quintile 3,SHSCT,Mixed,current_smoker,1.0291445300351393e-4
Females,55-64,Quintile 3,SHSCT,Mixed,current_smoker,1.2864306625439228e-4
Males,65-74,Quintile 3,SHSCT,Mixed,current_smoker,9.923893682481695e-5
Females,65-74,Quintile 3,SHSCT,Mixed,current_smoker,9.188790446742311e-5
Males,75-110,Quintile 3,SHSCT,Mixed,current_smoker,4.4106194144363076e-5
Females,75-110,Quintile 3,SHSCT,Mixed,current_smoker,3.307964560827231e-5
Males,16-34,Quintile 4,SHSCT,Mixed,current_smoker,1.3031375542652706e-4
Females,16-34,Quintile 4,SHSCT,Mixed,current_smoker,7.685170191820826e-5
Males,35-44,Quintile 4,SHSCT,Mixed,current_smoker,1.0024135032809769e-4
Females,35-44,Quintile 4,SHSCT,Mixed,current_smoker,8.019308026247814e-5
Males,45-54,Quintile 4,SHSCT,Mixed,current_smoker,1.0024135032809777e-4
Females,45-54,Quintile 4,SHSCT,Mixed,current_smoker,9.68999719838278e-5
Males,55-64,Quintile 4,SHSCT,Mixed,current_smoker,9.355859363955795e-5
Females,55-64,Quintile 4,SHSCT,Mixed,current_smoker,1.1694824204944732e-4
Males,65-74,Quintile 4,SHSCT,Mixed,current_smoker,9.021721529528795e-5
Females,65-74,Quintile 4,SHSCT,Mixed,current_smoker,8.353445860674811e-5
Males,75-110,Quintile 4,SHSCT,Mixed,current_smoker,4.0096540131239076e-5
Females,75-110,Quintile 4,SHSCT,Mixed,current_smoker,3.007240509842931e-5
Males,16-34,Least Deprived,SHSCT,Mixed,current_smoker,9.121962879856905e-5
Females,16-34,Least Deprived,SHSCT,Mixed,current_smoker,5.379619134274586e-5
Males,35-44,Least Deprived,SHSCT,Mixed,current_smoker,7.016894522966846e-5
Females,35-44,Least Deprived,SHSCT,Mixed,current_smoker,5.6135156183734765e-5
Males,45-54,Least Deprived,SHSCT,Mixed,current_smoker,7.016894522966853e-5
Females,45-54,Least Deprived,SHSCT,Mixed,current_smoker,6.782998038867954e-5
Males,55-64,Least Deprived,SHSCT,Mixed,current_smoker,6.549101554769063e-5
Females,55-64,Least Deprived,SHSCT,Mixed,current_smoker,8.186376943461326e-5
Males,65-74,Least Deprived,SHSCT,Mixed,current_smoker,6.315205070670165e-5
Females,65-74,Least Deprived,SHSCT,Mixed,current_smoker,5.8474121024723795e-5
Males,75-110,Least Deprived,SHSCT,Mixed,current_smoker,2.8067578091867393e-5
Females,75-110,Least Deprived,SHSCT,Mixed,current_smoker,2.1050683568900546e-5
Males,16-34,Most Deprived,WHSCT,Mixed,current_smoker,3.5523529729271255e-4
Females,16-34,Most Deprived,WHSCT,Mixed,current_smoker,2.0949773942903566e-4
Males,35-44,Most Deprived,WHSCT,Mixed,current_smoker,2.7325792099439425e-4
Females,35-44,Most Deprived,WHSCT,Mixed,current_smoker,2.1860633679551532e-4
Males,45-54,Most Deprived,WHSCT,Mixed,current_smoker,2.732579209943943e-4
Females,45-54,Most Deprived,WHSCT,Mixed,current_smoker,2.641493236279143e-4
Males,55-64,Most Deprived,WHSCT,Mixed,current_smoker,2.5504072626143483e-4
Females,55-64,Most Deprived,WHSCT,Mixed,current_smoker,3.1880090782679323e-4
Males,65-74,Most Deprived,WHSCT,Mixed,current_smoker,2.459321288949548e-4
Females,65-74,Most Deprived,WHSCT,Mixed,current_smoker,2.277149341619953e-4
Males,75-110,Most Deprived,WHSCT,Mixed,current_smoker,1.0930316839775769e-4
Females,75-110,Most Deprived,WHSCT,Mixed,current_smoker,8.197737629831823e-5
Males,16-34,Quintile 2,WHSCT,Mixed,current_smoker,2.720951213305882e-4
Females,16-34,Quintile 2,WHSCT,Mixed,current_smoker,1.604663536052187e-4
Males,35-44,Quintile 2,WHSCT,Mixed,current_smoker,2.093039394850677e-4
Females,35-44,Quintile 2,WHSCT,Mixed,current_smoker,1.6744315158805418e-4
Males,45-54,Quintile 2,WHSCT,Mixed,current_smoker,2.093039394850678e-4
Females,45-54,Quintile 2,WHSCT,Mixed,current_smoker,2.023271415022322e-4
Males,55-64,Quintile 2,WHSCT,Mixed,current_smoker,1.9535034351939674e-4
Females,55-64,Quintile 2,WHSCT,Mixed,current_smoker,2.4418792939924575e-4
Males,65-74,Quintile 2,WHSCT,Mixed,current_smoker,1.8837354553656103e-4
Females,65-74,Quintile 2,WHSCT,Mixed,current_smoker,1.744199495708899e-4
Males,75-110,Quintile 2,WHSCT,Mixed,current_smoker,8.372157579402712e-5
Females,75-110,Quintile 2,WHSCT,Mixed,current_smoker,6.27911818455203e-5
Males,16-34,Quintile 3,WHSCT,Mixed,current_smoker,1.6628035192424865e-4
Females,16-34,Quintile 3,WHSCT,Mixed,current_smoker,9.806277164763381e-5
Males,35-44,Quintile 3,WHSCT,Mixed,current_smoker,1.2790796301865272e-4
Females,35-44,Quintile 3,WHSCT,Mixed,current_smoker,1.0232637041492216e-4
Males,45-54,Quintile 3,WHSCT,Mixed,current_smoker,1.2790796301865277e-4
Females,45-54,Quintile 3,WHSCT,Mixed,current_smoker,1.2364436425136432e-4
Males,55-64,Quintile 3,WHSCT,Mixed,current_smoker,1.19380765484076e-4
Females,55-64,Quintile 3,WHSCT,Mixed,current_smoker,1.492259568550949e-4
Males,65-74,Quintile 3,WHSCT,Mixed,current_smoker,1.1511716671678753e-4
Females,65-74,Quintile 3,WHSCT,Mixed,current_smoker,1.0658996918221067e-4
Males,75-110,Quintile 3,WHSCT,Mixed,current_smoker,5.11631852074611e-5
Females,75-110,Quintile 3,WHSCT,Mixed,current_smoker,3.837238890559583e-5
Males,16-34,Quintile 4,WHSCT,Mixed,current_smoker,1.5116395629477126e-4
Females,16-34,Quintile 4,WHSCT,Mixed,current_smoker,8.914797422512149e-5
Males,35-44,Quintile 4,WHSCT,Mixed,current_smoker,1.1627996638059317e-4
Females,35-44,Quintile 4,WHSCT,Mixed,current_smoker,9.302397310447453e-5
Males,45-54,Quintile 4,WHSCT,Mixed,current_smoker,1.1627996638059327e-4
Females,45-54,Quintile 4,WHSCT,Mixed,current_smoker,1.1240396750124012e-4
Males,55-64,Quintile 4,WHSCT,Mixed,current_smoker,1.0852796862188708e-4
Females,55-64,Quintile 4,WHSCT,Mixed,current_smoker,1.3565996077735874e-4
Males,65-74,Quintile 4,WHSCT,Mixed,current_smoker,1.0465196974253391e-4
Females,65-74,Quintile 4,WHSCT,Mixed,current_smoker,9.689997198382774e-5
Males,75-110,Quintile 4,WHSCT,Mixed,current_smoker,4.651198655223729e-5
Females,75-110,Quintile 4,WHSCT,Mixed,current_smoker,3.4883989914177964e-5
Males,16-34,Least Deprived,WHSCT,Mixed,current_smoker,1.0581476940634002e-4
Females,16-34,Least Deprived,WHSCT,Mixed,current_smoker,6.240358195758511e-5
Males,35-44,Least Deprived,WHSCT,Mixed,current_smoker,8.139597646641534e-5
Females,35-44,Least Deprived,WHSCT,Mixed,current_smoker,6.511678117313223e-5
Males,45-54,Least Deprived,WHSCT,Mixed,current_smoker,8.13959764664154e-5
Females,45-54,Least Deprived,WHSCT,Mixed,current_smoker,7.868277725086818e-5
Males,55-64,Least Deprived,WHSCT,Mixed,current_smoker,7.596957803532106e-5
Females,55-64,Least Deprived,WHSCT,Mixed,current_smoker,9.496197254415124e-5
Males,65-74,Least Deprived,WHSCT,Mixed,current_smoker,7.325637881977387e-5
Females,65-74,Least Deprived,WHSCT,Mixed,current_smoker,6.782998038867952e-5
Males,75-110,Least Deprived,WHSCT,Mixed,current_smoker,3.255839058656614e-5
Females,75-110,Least Deprived,WHSCT,Mixed,current_smoker,2.4418792939924607e-5
Males,16-34,Most Deprived,BHSCT,Rural,current_smoker,3.62158923776678e-4
Females,16-34,Most Deprived,BHSCT,Rural,current_smoker,2.1358090376573315e-4
Males,35-44,Most Deprived,BHSCT,Rural,current_smoker,2.785837875205213e-4
Females,35-44,Most Deprived,BHSCT,Rural,current_smoker,2.2286703001641705e-4
Males,45-54,Most Deprived,BHSCT,Rural,current_smoker,2.7858378752052156e-4
Females,45-54,Most Deprived,BHSCT,Rural,current_smoker,2.6929766126983744e-4
